id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
390157,Male,26,1,32,1,< 1 Year,No,30459,152,87
390158,Female,25,1,36,0,< 1 Year,Yes,33444,152,257
390159,Female,22,1,28,0,< 1 Year,No,2630,160,274
390160,Female,37,1,46,1,1-2 Year,No,2630,152,61
390161,Male,70,1,28,1,1-2 Year,No,47926,26,246
390162,Male,60,1,28,0,1-2 Year,Yes,42415,26,67
390163,Female,46,1,28,0,1-2 Year,Yes,19878,26,277
390164,Female,67,1,28,1,1-2 Year,No,45264,26,99
390165,Male,65,1,37,0,1-2 Year,Yes,37845,26,153
390166,Female,25,1,17,1,< 1 Year,No,24618,152,11
390167,Male,54,1,28,0,1-2 Year,Yes,56394,52,18
390168,Male,26,1,41,1,< 1 Year,No,42589,152,241
390169,Male,23,1,29,1,< 1 Year,No,47436,152,126
390170,Male,51,1,28,0,1-2 Year,Yes,45523,26,102
390171,Male,45,1,28,0,1-2 Year,Yes,52538,156,297
390172,Male,31,1,47,1,< 1 Year,Yes,25165,152,133
390173,Male,24,1,30,1,< 1 Year,No,26848,152,84
390174,Female,25,1,11,1,< 1 Year,No,34752,152,149
390175,Female,23,1,47,0,< 1 Year,No,35321,152,245
390176,Female,53,1,41,1,1-2 Year,No,2630,26,84
390177,Male,54,1,38,0,> 2 Years,Yes,2630,156,244
390178,Male,28,1,46,0,1-2 Year,Yes,2630,156,13
390179,Female,51,1,28,0,1-2 Year,Yes,43513,26,24
390180,Male,26,1,33,1,< 1 Year,No,2630,152,200
390181,Male,62,1,28,1,1-2 Year,No,49119,52,254
390182,Female,22,1,15,0,< 1 Year,No,23994,152,74
390183,Female,22,1,34,1,< 1 Year,No,19859,152,64
390184,Male,24,1,28,0,< 1 Year,No,2630,151,49
390185,Male,52,1,28,0,1-2 Year,Yes,36709,49,248
390186,Female,25,1,43,1,< 1 Year,No,2630,152,41
390187,Male,21,1,2,1,< 1 Year,No,37570,152,230
390188,Male,40,1,15,0,1-2 Year,Yes,46906,124,281
390189,Male,54,1,45,1,1-2 Year,No,2630,124,86
390190,Male,50,1,52,0,1-2 Year,Yes,34184,124,195
390191,Female,73,1,28,0,1-2 Year,Yes,44195,26,30
390192,Male,44,1,41,0,1-2 Year,Yes,27256,136,34
390193,Male,41,1,29,0,1-2 Year,Yes,2630,160,138
390194,Male,21,1,36,0,< 1 Year,Yes,2630,152,58
390195,Male,43,1,28,0,1-2 Year,Yes,32883,122,94
390196,Female,25,1,33,1,< 1 Year,No,46599,152,160
390197,Male,45,1,36,0,1-2 Year,Yes,35498,152,51
390198,Female,29,1,28,0,< 1 Year,Yes,45256,155,77
390199,Male,30,1,29,0,1-2 Year,Yes,2630,156,268
390200,Male,51,0,28,1,1-2 Year,Yes,38841,26,126
390201,Male,26,1,11,1,< 1 Year,No,33687,152,263
390202,Male,29,1,37,1,< 1 Year,No,33275,157,291
390203,Female,33,1,33,1,< 1 Year,No,40270,152,288
390204,Female,68,1,28,0,1-2 Year,Yes,54264,26,50
390205,Female,26,1,21,1,< 1 Year,No,29578,152,217
390206,Male,21,1,15,1,< 1 Year,No,31305,152,53
390207,Male,52,1,8,0,1-2 Year,Yes,35975,124,120
390208,Female,53,1,28,0,1-2 Year,Yes,40760,124,283
390209,Male,44,1,1,1,1-2 Year,Yes,2630,124,118
390210,Female,61,1,12,0,> 2 Years,Yes,26220,163,148
390211,Female,20,1,42,1,< 1 Year,No,29160,160,63
390212,Female,28,1,30,1,< 1 Year,No,33378,152,39
390213,Female,21,1,33,1,< 1 Year,No,2630,152,289
390214,Male,62,1,3,1,1-2 Year,No,25671,26,174
390215,Male,24,1,49,1,< 1 Year,No,29175,152,240
390216,Male,54,1,30,1,1-2 Year,No,2630,26,28
390217,Male,60,1,8,1,1-2 Year,Yes,37358,7,290
390218,Male,68,1,41,1,1-2 Year,No,21828,124,271
390219,Female,22,1,41,1,< 1 Year,No,29630,152,140
390220,Female,25,1,28,1,< 1 Year,No,28423,152,90
390221,Female,28,1,22,1,< 1 Year,No,24100,152,84
390222,Female,39,1,17,0,1-2 Year,Yes,59886,154,78
390223,Female,49,1,8,0,1-2 Year,Yes,52108,124,177
390224,Male,59,1,8,1,1-2 Year,No,48638,26,139
390225,Female,47,1,28,1,1-2 Year,No,33195,26,132
390226,Female,22,1,11,1,< 1 Year,No,44488,152,181
390227,Female,24,1,11,0,< 1 Year,Yes,30203,152,241
390228,Female,25,1,23,1,< 1 Year,No,27421,152,278
390229,Female,21,1,3,1,< 1 Year,No,28854,152,64
390230,Male,37,1,23,0,1-2 Year,Yes,26678,26,111
390231,Male,43,1,28,0,1-2 Year,Yes,32288,122,217
390232,Male,67,1,18,0,1-2 Year,Yes,27466,26,206
390233,Female,22,1,15,1,< 1 Year,No,40708,152,199
390234,Male,37,1,28,0,1-2 Year,Yes,35933,26,174
390235,Male,23,1,15,1,< 1 Year,No,31404,152,88
390236,Female,23,1,37,1,< 1 Year,No,32959,152,275
390237,Female,28,1,4,1,< 1 Year,No,21256,152,230
390238,Male,21,1,5,0,< 1 Year,Yes,2630,160,286
390239,Male,36,1,28,0,1-2 Year,Yes,34013,124,231
390240,Female,52,1,28,0,1-2 Year,Yes,53090,26,114
390241,Male,52,1,13,0,1-2 Year,Yes,50978,26,293
390242,Male,22,1,33,1,< 1 Year,No,26527,152,262
390243,Female,55,1,28,0,1-2 Year,Yes,34677,26,143
390244,Female,63,1,28,1,1-2 Year,No,48479,26,221
390245,Male,25,1,47,1,< 1 Year,No,22043,152,82
390246,Female,22,1,34,0,< 1 Year,No,34683,152,37
390247,Female,25,1,8,0,< 1 Year,Yes,45499,152,149
390248,Male,47,1,50,1,1-2 Year,Yes,24142,124,107
390249,Male,45,1,11,0,1-2 Year,No,2630,26,71
390250,Male,24,1,8,1,< 1 Year,No,31190,152,33
390251,Male,21,1,8,0,< 1 Year,Yes,28942,160,250
390252,Female,39,1,28,0,1-2 Year,Yes,51384,26,39
390253,Female,44,1,15,0,1-2 Year,Yes,27716,86,149
390254,Female,23,1,50,1,< 1 Year,No,48361,26,283
390255,Male,21,1,46,0,< 1 Year,Yes,48258,160,291
390256,Male,21,1,46,1,< 1 Year,No,26142,160,46
390257,Male,23,1,15,0,< 1 Year,Yes,38619,152,242
390258,Female,23,1,13,1,< 1 Year,No,30345,152,65
390259,Female,34,1,24,1,1-2 Year,No,2630,124,247
390260,Female,26,1,6,0,< 1 Year,Yes,32886,26,261
390261,Female,32,1,28,0,1-2 Year,Yes,2630,157,36
390262,Female,22,1,34,0,< 1 Year,Yes,2630,152,258
390263,Female,80,1,46,1,1-2 Year,No,2630,7,122
390264,Male,63,1,28,0,1-2 Year,Yes,2630,157,222
390265,Male,23,1,6,1,< 1 Year,No,24413,152,19
390266,Male,37,1,3,1,1-2 Year,Yes,25824,154,155
390267,Male,44,1,45,0,1-2 Year,Yes,31377,26,214
390268,Female,23,1,2,1,< 1 Year,No,27737,152,189
390269,Male,54,1,28,1,1-2 Year,No,42273,124,27
390270,Female,43,1,0,0,1-2 Year,Yes,2630,122,225
390271,Male,39,1,46,0,1-2 Year,No,33679,26,224
390272,Male,46,1,33,0,1-2 Year,Yes,29541,124,256
390273,Female,30,1,50,0,< 1 Year,No,25788,152,66
390274,Male,22,1,12,1,< 1 Year,No,2630,26,245
390275,Male,48,1,46,1,1-2 Year,No,38661,26,269
390276,Male,63,1,28,0,1-2 Year,Yes,42576,26,271
390277,Female,50,1,35,0,1-2 Year,Yes,46554,26,158
390278,Male,23,1,47,0,< 1 Year,No,26006,152,113
390279,Female,49,1,28,1,1-2 Year,No,41202,26,88
390280,Female,64,1,8,1,1-2 Year,No,49091,7,249
390281,Male,45,1,28,0,> 2 Years,Yes,2630,25,135
390282,Female,25,1,41,1,< 1 Year,No,34390,152,32
390283,Male,31,1,28,1,1-2 Year,No,27031,26,269
390284,Male,26,1,17,0,< 1 Year,Yes,2630,160,13
390285,Female,51,1,45,0,1-2 Year,Yes,45875,124,197
390286,Female,26,1,18,0,< 1 Year,Yes,37603,152,156
390287,Male,58,1,41,0,1-2 Year,Yes,41362,26,289
390288,Female,24,1,8,1,< 1 Year,No,32339,152,122
390289,Male,62,1,8,0,1-2 Year,Yes,47203,3,245
390290,Male,24,1,13,1,< 1 Year,No,29592,152,231
390291,Female,29,1,46,1,< 1 Year,No,27522,152,224
390292,Male,63,1,28,0,> 2 Years,Yes,49575,26,297
390293,Male,21,1,3,1,< 1 Year,No,2630,152,209
390294,Male,41,1,28,0,1-2 Year,Yes,2630,154,171
390295,Male,45,1,39,1,1-2 Year,No,27667,26,195
390296,Male,23,1,16,1,< 1 Year,No,36324,152,96
390297,Female,25,1,14,1,< 1 Year,No,32638,152,64
390298,Female,34,1,28,0,1-2 Year,Yes,53656,26,26
390299,Male,58,1,15,0,1-2 Year,No,23327,124,51
390300,Male,70,1,45,1,1-2 Year,Yes,43712,26,208
390301,Male,31,1,45,1,< 1 Year,No,30363,152,249
390302,Male,37,1,29,1,1-2 Year,No,22701,154,193
390303,Male,42,1,28,0,1-2 Year,Yes,52727,26,91
390304,Male,55,1,45,1,1-2 Year,No,27587,124,270
390305,Female,20,1,47,0,< 1 Year,No,25220,160,169
390306,Male,41,1,48,0,1-2 Year,Yes,2630,7,192
390307,Male,45,1,23,0,1-2 Year,Yes,22892,26,147
390308,Male,67,1,28,0,1-2 Year,Yes,2630,55,42
390309,Female,43,1,15,0,1-2 Year,Yes,2630,152,85
390310,Female,24,1,10,1,< 1 Year,No,23702,152,174
390311,Male,40,1,45,0,1-2 Year,Yes,21194,26,79
390312,Male,49,1,28,0,1-2 Year,Yes,50198,60,88
390313,Male,51,1,28,0,1-2 Year,Yes,38865,26,144
390314,Female,36,1,30,0,1-2 Year,Yes,45902,26,60
390315,Female,40,1,36,0,1-2 Year,Yes,39365,26,88
390316,Female,25,1,8,0,< 1 Year,No,44568,152,66
390317,Female,21,1,28,0,< 1 Year,Yes,38523,152,255
390318,Male,25,1,45,1,< 1 Year,No,27484,152,122
390319,Female,25,1,33,1,< 1 Year,No,29624,152,42
390320,Male,36,1,28,0,1-2 Year,Yes,29605,122,87
390321,Male,21,1,41,0,< 1 Year,Yes,30610,152,248
390322,Male,42,1,18,0,1-2 Year,Yes,35708,157,175
390323,Male,44,1,8,0,1-2 Year,Yes,2630,124,79
390324,Female,24,1,36,0,< 1 Year,Yes,29759,152,269
390325,Female,22,1,5,1,< 1 Year,No,30993,152,76
390326,Male,25,1,41,1,< 1 Year,No,30148,152,44
390327,Male,41,1,28,1,1-2 Year,No,42155,55,116
390328,Male,34,1,40,1,1-2 Year,No,2630,26,207
390329,Female,21,1,39,1,< 1 Year,No,23878,160,26
390330,Female,23,1,28,1,< 1 Year,No,42358,152,135
390331,Female,55,1,28,0,1-2 Year,Yes,32111,163,147
390332,Female,25,1,11,1,< 1 Year,No,31844,152,34
390333,Male,26,1,10,1,< 1 Year,No,31333,152,34
390334,Male,25,1,15,1,< 1 Year,No,27372,152,167
390335,Male,45,1,17,0,1-2 Year,Yes,2630,157,69
390336,Female,53,1,28,0,1-2 Year,Yes,2630,156,243
390337,Male,29,1,6,0,< 1 Year,Yes,16883,152,241
390338,Female,55,1,41,1,1-2 Year,No,38572,124,37
390339,Female,46,1,28,1,1-2 Year,No,35683,26,217
390340,Male,64,1,8,0,1-2 Year,No,2630,124,249
390341,Male,58,1,46,0,1-2 Year,Yes,26981,124,178
390342,Female,23,1,3,1,< 1 Year,No,55282,160,211
390343,Male,78,1,8,1,1-2 Year,No,46023,124,170
390344,Female,38,1,28,1,1-2 Year,No,46296,124,240
390345,Male,22,1,50,0,< 1 Year,Yes,25082,152,233
390346,Male,42,1,8,0,1-2 Year,Yes,34795,124,236
390347,Male,42,1,8,0,1-2 Year,Yes,33150,124,194
390348,Female,39,1,28,0,1-2 Year,Yes,47300,26,189
390349,Female,23,1,50,1,< 1 Year,No,21999,152,134
390350,Female,50,1,28,0,1-2 Year,Yes,45270,26,233
390351,Female,36,1,28,0,1-2 Year,No,27115,122,211
390352,Male,24,1,8,0,< 1 Year,No,2630,151,278
390353,Female,42,1,22,0,1-2 Year,Yes,2630,124,256
390354,Female,24,1,37,1,< 1 Year,No,28052,152,12
390355,Female,65,1,13,0,> 2 Years,Yes,27135,26,224
390356,Female,24,1,8,0,< 1 Year,Yes,35126,152,164
390357,Female,26,1,30,1,< 1 Year,No,24373,152,261
390358,Male,50,1,30,0,1-2 Year,Yes,60151,124,216
390359,Male,29,1,46,1,< 1 Year,No,34398,152,86
390360,Male,43,1,41,0,1-2 Year,Yes,25470,26,272
390361,Male,54,1,28,1,1-2 Year,No,43799,124,73
390362,Male,54,1,39,0,1-2 Year,Yes,2630,124,157
390363,Female,50,1,46,0,1-2 Year,Yes,43292,26,134
390364,Male,71,1,43,0,1-2 Year,Yes,42014,26,97
390365,Male,49,1,31,1,1-2 Year,No,2630,9,218
390366,Male,27,1,36,1,< 1 Year,No,46655,152,229
390367,Female,29,1,46,0,< 1 Year,No,27722,152,244
390368,Female,28,1,28,1,< 1 Year,No,2630,160,236
390369,Female,27,1,14,1,< 1 Year,No,25845,152,297
390370,Male,38,1,47,0,1-2 Year,Yes,36627,124,146
390371,Male,42,1,28,0,1-2 Year,Yes,43706,155,216
390372,Male,66,1,33,1,1-2 Year,No,33771,11,147
390373,Male,43,1,48,1,1-2 Year,No,2630,15,93
390374,Male,64,1,28,1,1-2 Year,No,2630,150,117
390375,Female,45,1,28,0,1-2 Year,Yes,68616,26,162
390376,Male,36,1,29,0,1-2 Year,Yes,31181,124,183
390377,Female,36,1,4,0,1-2 Year,Yes,2630,156,256
390378,Female,24,1,46,1,< 1 Year,No,25553,152,191
390379,Male,40,1,0,1,1-2 Year,No,2630,26,177
390380,Female,51,1,28,1,1-2 Year,No,24855,122,269
390381,Female,21,1,22,0,< 1 Year,Yes,31949,160,284
390382,Male,47,1,29,0,1-2 Year,Yes,2630,124,111
390383,Female,22,1,32,1,< 1 Year,No,2630,152,265
390384,Female,24,1,2,1,< 1 Year,No,33107,152,93
390385,Male,72,1,20,0,> 2 Years,Yes,2630,26,80
390386,Female,22,1,46,0,< 1 Year,No,2630,152,109
390387,Male,38,1,28,0,> 2 Years,Yes,46346,124,215
390388,Male,47,1,28,0,1-2 Year,Yes,47089,26,144
390389,Female,34,1,28,1,< 1 Year,No,57034,152,137
390390,Male,49,1,28,1,1-2 Year,No,46533,52,33
390391,Male,42,1,28,0,1-2 Year,No,30724,124,233
390392,Female,21,1,12,1,< 1 Year,No,21198,160,191
390393,Male,32,1,28,1,1-2 Year,No,47431,124,21
390394,Female,32,1,24,0,< 1 Year,Yes,2630,156,99
390395,Male,28,1,28,0,1-2 Year,Yes,72544,55,32
390396,Male,29,1,3,1,1-2 Year,No,2630,26,155
390397,Male,50,1,28,0,> 2 Years,Yes,66742,124,190
390398,Male,24,1,37,0,< 1 Year,Yes,45977,152,17
390399,Male,39,1,39,0,1-2 Year,Yes,2630,31,216
390400,Female,21,1,41,0,< 1 Year,Yes,32924,152,221
390401,Male,34,1,28,0,1-2 Year,Yes,38917,156,64
390402,Female,25,1,47,1,< 1 Year,No,32967,152,96
390403,Female,23,1,3,1,< 1 Year,No,27985,152,267
390404,Female,23,1,11,1,< 1 Year,No,30218,152,74
390405,Female,24,1,6,1,< 1 Year,No,18073,152,224
390406,Male,48,1,28,0,> 2 Years,Yes,76673,122,31
390407,Male,44,1,48,0,1-2 Year,No,2630,154,204
390408,Female,24,1,28,1,< 1 Year,No,24509,152,231
390409,Male,46,1,36,0,1-2 Year,Yes,2630,124,215
390410,Female,21,1,29,1,< 1 Year,No,28661,152,242
390411,Male,53,1,36,0,1-2 Year,Yes,2630,156,214
390412,Female,27,1,21,1,< 1 Year,Yes,22713,152,85
390413,Female,23,1,11,1,< 1 Year,No,32640,152,230
390414,Female,23,1,50,1,< 1 Year,No,54953,152,141
390415,Female,25,1,28,1,< 1 Year,No,37748,152,221
390416,Female,28,1,8,1,< 1 Year,No,32889,152,64
390417,Male,24,1,50,1,< 1 Year,No,45173,152,290
390418,Male,31,1,8,1,1-2 Year,No,23457,124,239
390419,Female,23,1,37,0,< 1 Year,Yes,23191,152,293
390420,Male,29,1,30,1,< 1 Year,No,29597,152,181
390421,Male,25,1,50,1,< 1 Year,No,45195,152,285
390422,Male,21,1,46,1,< 1 Year,No,38371,160,94
390423,Male,33,1,33,1,< 1 Year,No,41878,152,179
390424,Male,45,1,47,0,1-2 Year,Yes,31918,124,50
390425,Female,52,1,48,0,1-2 Year,Yes,2630,155,213
390426,Female,45,1,28,1,1-2 Year,No,27075,124,168
390427,Female,22,1,13,1,< 1 Year,No,37616,152,182
390428,Male,42,1,28,0,1-2 Year,Yes,32242,26,11
390429,Male,50,1,28,0,1-2 Year,Yes,61409,26,29
390430,Male,53,1,28,0,1-2 Year,Yes,31442,26,239
390431,Male,27,1,41,1,< 1 Year,No,43052,152,100
390432,Male,37,1,11,1,1-2 Year,No,53372,157,142
390433,Female,26,1,15,1,< 1 Year,No,2630,152,54
390434,Male,69,1,28,1,1-2 Year,No,45501,26,181
390435,Male,58,1,50,0,1-2 Year,Yes,28493,155,165
390436,Male,24,1,12,0,< 1 Year,Yes,16978,152,110
390437,Female,69,1,28,0,1-2 Year,Yes,41847,26,133
390438,Male,40,1,19,0,1-2 Year,Yes,35528,26,153
390439,Female,25,1,36,0,< 1 Year,No,2630,160,47
390440,Male,44,1,28,0,1-2 Year,Yes,35718,124,259
390441,Female,26,1,37,0,< 1 Year,Yes,21090,152,276
390442,Female,25,1,28,1,< 1 Year,No,24674,152,227
390443,Male,58,1,28,0,1-2 Year,Yes,34145,29,45
390444,Female,24,1,8,1,< 1 Year,No,70362,152,283
390445,Male,38,1,28,0,1-2 Year,Yes,35941,55,92
390446,Female,58,1,28,1,1-2 Year,No,26051,26,155
390447,Male,29,1,15,0,< 1 Year,Yes,21175,152,235
390448,Male,28,1,9,1,< 1 Year,No,2630,152,145
390449,Female,23,1,36,0,< 1 Year,No,31243,152,243
390450,Female,41,1,28,0,1-2 Year,Yes,2630,156,188
390451,Male,46,1,31,0,1-2 Year,Yes,2630,9,60
390452,Male,52,1,15,0,1-2 Year,Yes,44033,26,263
390453,Female,22,1,43,1,< 1 Year,No,29854,152,40
390454,Male,27,1,28,1,< 1 Year,No,47521,152,53
390455,Male,32,1,18,0,< 1 Year,Yes,23946,156,100
390456,Female,26,1,2,1,< 1 Year,No,31023,152,50
390457,Male,24,1,35,1,< 1 Year,No,2630,152,251
390458,Female,25,1,9,0,< 1 Year,Yes,24507,152,12
390459,Male,21,1,28,0,< 1 Year,Yes,24268,152,224
390460,Male,43,1,8,0,1-2 Year,No,35873,124,138
390461,Female,47,1,8,0,1-2 Year,Yes,29350,124,264
390462,Female,23,1,18,0,< 1 Year,Yes,20300,152,120
390463,Male,50,1,13,0,1-2 Year,Yes,23304,124,271
390464,Male,23,1,11,1,< 1 Year,No,42994,152,286
390465,Male,23,1,6,1,< 1 Year,No,26644,152,46
390466,Male,39,1,36,0,1-2 Year,Yes,28786,124,199
390467,Male,53,1,17,0,> 2 Years,Yes,2630,124,25
390468,Male,52,1,6,1,1-2 Year,No,2630,124,211
390469,Male,59,1,6,0,1-2 Year,Yes,2630,163,107
390470,Female,23,1,45,1,< 1 Year,No,30062,152,110
390471,Male,25,1,35,1,< 1 Year,No,32953,152,124
390472,Male,25,1,47,1,< 1 Year,No,2630,152,66
390473,Female,23,1,36,0,< 1 Year,Yes,34605,152,127
390474,Female,79,1,8,0,> 2 Years,Yes,2630,156,227
390475,Female,40,1,48,0,1-2 Year,Yes,2630,124,173
390476,Female,22,1,47,0,< 1 Year,Yes,26239,152,128
390477,Female,26,1,8,1,< 1 Year,No,35567,152,299
390478,Male,40,1,28,1,1-2 Year,No,34357,124,90
390479,Female,29,1,10,1,< 1 Year,No,28430,152,79
390480,Female,26,1,47,1,< 1 Year,No,31561,152,271
390481,Male,73,1,28,1,1-2 Year,No,28626,26,79
390482,Male,29,1,50,1,< 1 Year,No,34007,152,238
390483,Female,51,1,28,0,1-2 Year,Yes,53548,111,121
390484,Male,22,1,45,1,< 1 Year,No,37368,152,35
390485,Male,50,1,28,0,1-2 Year,Yes,2630,124,251
390486,Female,49,1,3,0,1-2 Year,Yes,17108,124,187
390487,Male,30,1,28,0,< 1 Year,Yes,40253,26,143
390488,Male,66,1,46,1,1-2 Year,No,22752,29,18
390489,Female,45,1,24,0,1-2 Year,Yes,26986,26,204
390490,Female,48,1,48,1,1-2 Year,No,2630,26,32
390491,Female,50,1,26,1,1-2 Year,No,31717,124,209
390492,Male,61,1,8,0,1-2 Year,Yes,35837,156,243
390493,Female,34,1,29,0,1-2 Year,Yes,40246,157,124
390494,Female,22,1,15,0,< 1 Year,Yes,45049,152,127
390495,Female,42,1,8,1,1-2 Year,No,27905,124,151
390496,Female,24,1,18,1,< 1 Year,No,36812,152,269
390497,Male,21,1,39,0,< 1 Year,Yes,2630,152,84
390498,Female,39,1,8,0,1-2 Year,Yes,29342,157,21
390499,Male,50,1,28,0,1-2 Year,Yes,26425,26,84
390500,Female,24,1,6,0,< 1 Year,Yes,2630,152,80
390501,Male,24,1,40,1,< 1 Year,No,2630,152,78
390502,Male,47,1,28,0,1-2 Year,Yes,38794,122,82
390503,Male,46,1,24,0,1-2 Year,Yes,30062,124,271
390504,Female,27,1,41,1,< 1 Year,No,39483,152,65
390505,Female,38,1,28,0,1-2 Year,Yes,24517,156,168
390506,Female,50,1,36,0,1-2 Year,Yes,34760,124,11
390507,Female,44,1,8,0,1-2 Year,Yes,75884,26,90
390508,Female,38,1,39,1,1-2 Year,No,26501,152,150
390509,Female,48,1,28,1,1-2 Year,No,29842,26,247
390510,Male,41,1,28,1,1-2 Year,No,32556,124,19
390511,Male,30,1,8,0,1-2 Year,No,25739,124,161
390512,Male,44,1,45,1,1-2 Year,Yes,30550,29,186
390513,Male,21,1,15,0,< 1 Year,No,29521,160,151
390514,Female,51,1,28,0,1-2 Year,Yes,40709,124,159
390515,Male,23,1,8,1,< 1 Year,No,34560,152,72
390516,Male,23,1,46,1,< 1 Year,No,24664,152,13
390517,Female,70,1,20,0,1-2 Year,Yes,2630,26,98
390518,Male,23,1,8,0,< 1 Year,No,78311,152,292
390519,Female,30,1,31,1,< 1 Year,No,2630,152,115
390520,Male,44,1,28,0,1-2 Year,Yes,38302,26,231
390521,Female,35,1,11,0,1-2 Year,Yes,2630,156,157
390522,Female,41,1,28,1,1-2 Year,No,31348,124,203
390523,Female,41,1,28,1,1-2 Year,No,25765,152,215
390524,Female,37,1,28,0,1-2 Year,Yes,40628,124,64
390525,Male,32,1,20,1,1-2 Year,No,2630,124,146
390526,Female,22,1,10,1,< 1 Year,No,26776,152,132
390527,Male,49,1,28,0,1-2 Year,Yes,2630,156,39
390528,Male,41,1,28,0,1-2 Year,Yes,34005,124,124
390529,Female,23,1,41,1,< 1 Year,No,27696,151,73
390530,Male,44,1,28,0,1-2 Year,Yes,50171,124,142
390531,Male,52,1,28,0,1-2 Year,Yes,46160,26,103
390532,Female,35,1,35,0,1-2 Year,Yes,28529,124,72
390533,Female,67,1,41,0,1-2 Year,Yes,40825,26,235
390534,Male,26,1,0,0,< 1 Year,No,2630,152,270
390535,Female,45,1,50,0,1-2 Year,Yes,32975,66,256
390536,Female,34,1,18,0,1-2 Year,Yes,26334,157,296
390537,Female,41,1,4,1,1-2 Year,No,2630,124,35
390538,Female,25,1,29,0,< 1 Year,Yes,31263,124,106
390539,Male,23,1,47,0,< 1 Year,Yes,31411,151,220
390540,Female,25,1,36,0,< 1 Year,No,34215,152,58
390541,Male,24,1,11,1,< 1 Year,No,42218,151,21
390542,Male,62,1,50,1,1-2 Year,No,47472,26,189
390543,Female,28,1,21,1,< 1 Year,No,25077,152,96
390544,Female,44,1,28,0,1-2 Year,Yes,41015,26,241
390545,Female,23,1,8,1,< 1 Year,No,32262,152,233
390546,Male,45,1,29,0,> 2 Years,Yes,34893,124,96
390547,Female,71,1,48,1,1-2 Year,No,2630,15,78
390548,Male,39,1,29,1,1-2 Year,No,39358,124,154
390549,Male,32,1,35,0,< 1 Year,Yes,30532,124,262
390550,Male,26,1,14,1,< 1 Year,No,19818,152,196
390551,Male,52,1,19,0,1-2 Year,Yes,33900,26,189
390552,Male,41,1,28,0,1-2 Year,Yes,30726,55,296
390553,Female,33,1,41,0,1-2 Year,Yes,2630,26,58
390554,Male,42,1,11,0,1-2 Year,Yes,27404,124,113
390555,Male,22,1,9,1,< 1 Year,No,34102,152,101
390556,Male,21,1,8,0,< 1 Year,Yes,47463,160,295
390557,Female,36,1,3,0,1-2 Year,Yes,38266,26,15
390558,Male,62,1,28,0,1-2 Year,Yes,45235,122,28
390559,Male,23,1,29,1,< 1 Year,No,35139,152,151
390560,Female,24,1,29,1,< 1 Year,No,52597,152,265
390561,Male,23,1,23,1,< 1 Year,No,22708,152,47
390562,Female,74,1,46,0,> 2 Years,Yes,45291,124,164
390563,Female,23,1,3,1,< 1 Year,No,48687,26,42
390564,Female,22,1,36,0,< 1 Year,Yes,34873,152,170
390565,Male,50,1,29,0,1-2 Year,Yes,2630,124,143
390566,Female,34,1,38,0,1-2 Year,Yes,42649,26,103
390567,Female,25,1,28,1,< 1 Year,No,49376,152,123
390568,Male,26,1,9,0,< 1 Year,Yes,33873,152,129
390569,Male,28,1,13,1,< 1 Year,No,30800,152,16
390570,Male,50,1,28,1,1-2 Year,No,50041,124,62
390571,Male,23,1,8,1,< 1 Year,No,47874,160,235
390572,Female,48,1,28,1,1-2 Year,No,36918,124,225
390573,Male,22,1,15,0,< 1 Year,Yes,26771,160,179
390574,Male,57,1,28,0,1-2 Year,Yes,39532,124,225
390575,Male,53,1,28,0,1-2 Year,Yes,38536,26,95
390576,Female,45,1,12,0,1-2 Year,Yes,36788,26,78
390577,Male,42,1,28,0,1-2 Year,Yes,43673,163,182
390578,Female,37,1,46,0,1-2 Year,Yes,52664,26,252
390579,Male,50,1,36,0,1-2 Year,Yes,67893,124,176
390580,Female,39,1,43,1,1-2 Year,No,31878,26,71
390581,Male,26,1,2,1,< 1 Year,No,20485,152,57
390582,Female,50,1,28,0,1-2 Year,Yes,65301,26,119
390583,Male,57,1,28,0,1-2 Year,Yes,21007,29,19
390584,Female,20,1,25,0,< 1 Year,Yes,25948,160,15
390585,Female,70,1,28,0,1-2 Year,Yes,30041,26,33
390586,Female,26,1,11,1,< 1 Year,No,35394,152,128
390587,Female,33,1,33,0,< 1 Year,Yes,26726,152,159
390588,Male,24,1,3,0,< 1 Year,No,23799,152,61
390589,Female,22,1,49,0,< 1 Year,No,32212,152,250
390590,Female,24,1,41,0,< 1 Year,No,2630,156,45
390591,Male,42,1,28,0,1-2 Year,Yes,65862,26,37
390592,Male,33,1,28,0,< 1 Year,Yes,28366,26,71
390593,Male,67,1,28,0,1-2 Year,Yes,47513,26,244
390594,Male,23,1,28,1,< 1 Year,No,29483,152,136
390595,Female,78,1,28,1,1-2 Year,No,25238,125,166
390596,Male,28,1,10,1,< 1 Year,Yes,22549,26,10
390597,Male,56,1,24,0,1-2 Year,Yes,49727,26,24
390598,Male,75,1,28,0,1-2 Year,No,33009,124,244
390599,Female,58,1,8,0,1-2 Year,Yes,39738,26,177
390600,Male,39,1,28,0,1-2 Year,Yes,29721,122,292
390601,Male,21,1,3,0,< 1 Year,Yes,41492,160,76
390602,Female,21,1,14,1,< 1 Year,No,26532,152,185
390603,Male,45,1,28,0,1-2 Year,Yes,40499,26,223
390604,Female,42,1,28,0,1-2 Year,Yes,39132,124,200
390605,Female,24,1,16,1,< 1 Year,No,21559,152,89
